sensor_video,sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
video_1.mp4,image_1.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],1,0.0,-2.526537471647828,3.862661834805229,0.0,0.0,-178.95751122077075,4.104082750755605,-4.304978643324637,0.0,-2.733567096926013,1.7037057243548412,4.547258160675943
video_2.mp4,image_2.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],2,0.0,2.9997492947136184,4.607502608568224,0.0,0.0,-178.8963090815915,3.3821263864964024,2.502316124498916,0.0,-0.6549072654136987,0.644800053745783,4.610160569932642
video_3.mp4,image_3.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],3,0.0,-4.53675691930324,4.365637007046682,0.0,0.0,-178.8742418032344,2.102125617190075,2.0650910153362814,0.0,-4.136772769965193,4.503091125541655,-0.5699894081111401
video_4.mp4,image_4.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],4,0.0,2.990030548020849,3.883321926254833,0.0,0.0,-178.7673609955457,1.5862760682743335,-2.1067238181561585,0.0,0.99073236993672,2.673983334261938,-0.6961042089714962
video_5.mp4,image_5.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],5,0.0,-1.9779473000875,4.156131645430248,0.0,0.0,-178.72434251910215,-1.0807114628661796,-3.524102460670292,0.0,-0.1030994771158644,4.521733286914072,0.9269919397715292
video_6.mp4,image_6.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],6,0.0,0.3116798562878813,3.9515785282282954,0.0,0.0,-178.70798716629406,1.9002560233107355,-2.3196973776083185,0.0,0.4375069215279499,4.7168785104802105,-4.042870951286512
video_7.mp4,image_7.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],7,0.0,-4.265730690348676,4.073287262687947,0.0,0.0,-178.5473303349698,-1.8269031101767328,0.4203102097776749,0.0,0.5977772940296919,3.8661701999287743,-0.5517113738012416
video_8.mp4,image_8.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],8,0.0,4.856237018337772,4.274591036032793,0.0,0.0,-178.4878628291318,-0.9657490259177876,2.1203795318082888,0.0,4.807421273254059,1.2560543436115663,2.4981634473569443
video_9.mp4,image_9.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],9,0.0,5.086379109705129,4.119938583307504,0.0,0.0,-178.48539870287843,-2.345010041998037,-3.983856342382106,0.0,3.465659221114647,1.6254227266994796,-0.7429589138151504
video_10.mp4,image_10.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],10,0.0,2.3748844536256737,3.626885755383178,0.0,0.0,-178.25130384681847,2.47372306237928,2.315113542407249,0.0,4.337386185502099,2.133728996702768,-4.37886089908436
video_11.mp4,image_11.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],11,0.0,-4.371300698001898,4.165569859247704,0.0,0.0,-178.23015703879054,-1.6121319225933783,1.2641916701325409,0.0,4.330485794578493,-2.977482096522752,2.1558077778809226
video_12.mp4,image_12.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],12,0.0,2.34554217384159,3.5170555234441774,0.0,0.0,-178.19480585011692,1.3113178880842753,-3.5660062641163326,0.0,-2.041110243686153,-3.9393975436212223,4.501168604616696
video_13.mp4,image_13.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],13,0.0,-3.5337371860197853,4.585023712754242,0.0,0.0,-178.1472019993476,4.8241560595025295,3.1931654874393995,0.0,1.4942566708035097,0.8874823870744493,4.951733804635641
video_14.mp4,image_14.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],14,0.0,-4.977435317529062,3.1917295333186675,0.0,0.0,-178.00983799412086,-0.5777336006677753,2.063938699328648,0.0,4.346025438654612,-0.9285695848851184,-2.2427715027970843
video_15.mp4,image_15.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],15,0.0,2.6517266769718386,4.182369479475623,0.0,0.0,-177.98865566065027,2.986288925625483,-1.6825265341069606,0.0,1.2046155731781312,-4.532013240091191,4.741122053396513
video_16.mp4,image_16.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],16,0.0,1.0399065674567254,4.2395269716708,0.0,0.0,-177.97053675248418,-1.1773877510232555,-2.104513726207026,0.0,-1.370971830649922,2.9662317815775685,-0.4501446437152392
video_17.mp4,image_17.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],17,0.0,-1.7211556189388464,4.058836039396231,0.0,0.0,-177.7032056294832,-1.533564031776109,-0.6088112879979519,0.0,-0.4107786033382856,-1.9313666926886703,-1.038307844129588
video_18.mp4,image_18.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],18,0.0,-1.7708496341131177,3.37400463993493,0.0,0.0,-177.59060723814062,0.9486381211211024,-0.5594450525292283,0.0,-1.6872483153459306,-1.690944036085468,-4.362795207984491
video_19.mp4,image_19.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],19,0.0,0.5834238275049817,4.332657605277262,0.0,0.0,-177.58749201490082,2.947119324433266,0.212355796696154,0.0,0.7785363126965716,-2.712086463908924,-2.259985182212173
video_20.mp4,image_20.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],20,0.0,1.1349348256101095,4.747826925931888,0.0,0.0,-177.53065762037065,-0.0492911851603716,0.4201588340283457,0.0,-3.127125862032767,0.8377767815958848,3.838057874757544
video_21.mp4,image_21.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],21,0.0,-3.632451176635661,3.878867072828082,0.0,0.0,-177.43856321547335,-0.2055526244667014,2.5588912967001605,0.0,-4.75661051516893,-2.7174025222084284,-1.6764546464469876
video_22.mp4,image_22.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],22,0.0,2.3676138257699115,4.259723985153055,0.0,0.0,-177.41642139492697,0.81590493025094,2.893491524801327,0.0,1.2336050506259555,-0.639788610944918,-2.111703586552931
video_23.mp4,image_23.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],23,0.0,-4.245330205209537,4.582860336874452,0.0,0.0,-177.4152953632422,1.876240494108382,4.299130378678679,0.0,-4.426578457406914,4.912543055693153,0.1877426896926435
video_24.mp4,image_24.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],24,0.0,-3.4161610161597475,3.0605905192314404,0.0,0.0,-177.34995477488835,-4.594036009757997,-1.0245330728480742,0.0,-1.3217155124797042,-4.606778504350916,0.4719677743925885
video_25.mp4,image_25.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],25,0.0,5.819829349621891,3.5950428566422623,0.0,0.0,-177.31699086868585,3.904307298622445,2.2619027945026358,0.0,4.716862938381887,-2.365347931558759,-1.3121825469321449
video_26.mp4,image_26.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],26,0.0,2.361646923091943,4.91213282039633,0.0,0.0,-177.22548660118747,-1.9215494152671069,-3.0450230055163354,0.0,-2.9424047138479126,2.765603205120505,-2.8047908887799555
video_27.mp4,image_27.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],27,0.0,0.0989511365796662,4.719890978860795,0.0,0.0,-177.03413718453788,0.447876549755513,2.377031452730611,0.0,-4.61333005299439,3.454755805247503,2.535338330183574
video_28.mp4,image_28.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],28,0.0,-5.873148771961281,4.05183026571348,0.0,0.0,-176.98471179965722,3.285025376100158,3.2671482696864125,0.0,4.551927124684337,-1.8809013705898288,-4.35847622137662
video_29.mp4,image_29.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],29,0.0,3.876088564262746,3.337675927603042,0.0,0.0,-176.63441851888902,2.7586809594994506,-1.1305215531069388,0.0,1.784653461942188,-4.378489890290202,1.744991966829195
video_30.mp4,image_30.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],30,0.0,5.595535250526819,4.409096208667637,0.0,0.0,-176.63197982802174,1.758272149831635,-1.2768581157216483,0.0,0.9644326991903984,4.413018844180382,-4.3816802711971405
video_31.mp4,image_31.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],31,0.0,0.2367792880831558,3.735036006525621,0.0,0.0,-176.5299952102594,2.051795689923659,1.7775410059825312,0.0,3.6380370595175577,1.783637502735055,-2.875907226133432
video_32.mp4,image_32.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],32,0.0,2.8917398886957564,4.3147025097398135,0.0,0.0,-176.43309219758407,-3.514317513147228,-0.6839443389556044,0.0,-1.9380424232768148,1.257975749474881,4.226888489567205
video_33.mp4,image_33.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],33,0.0,-3.418817435173211,4.016340851089783,0.0,0.0,-176.38683236745544,-1.7703726673805855,3.6440770525715696,0.0,-3.1246323849795976,1.2453700006161943,-0.4860661499872414
video_34.mp4,image_34.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],34,0.0,-2.498930919350673,4.958929750592373,0.0,0.0,-176.3548921764009,-1.662739921168245,3.984080149471684,0.0,-3.967981422575396,4.136499030724805,4.093710570231211
video_35.mp4,image_35.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],35,0.0,-4.691377685938299,4.7940878109376674,0.0,0.0,-176.34938572021164,-4.151502329122105,-4.158953127713363,0.0,-3.5702832760751924,-1.7301432988846734,2.1888860616398578
video_36.mp4,image_36.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],36,0.0,-2.7264651769119403,4.854265459565311,0.0,0.0,-176.19157662861434,-0.0455977871107835,4.421804514114164,0.0,-4.118664734881998,-2.92100438735557,3.3200938344554256
video_37.mp4,image_37.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],37,0.0,-1.1372902795513156,3.737586239660725,0.0,0.0,-176.10906837333792,0.3562920007554551,-4.140082449864501,0.0,-0.5197924407879828,-0.3196227121896591,-2.030358637389096
video_38.mp4,image_38.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],38,0.0,-2.459551832126309,4.00504336364316,0.0,0.0,-176.0576643371442,2.870836921405312,4.844345009760358,0.0,1.535303503756133,2.0829686184803,2.443675958810122
video_39.mp4,image_39.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],39,0.0,0.8043347002569874,3.9428767513893375,0.0,0.0,-175.98726297384022,2.6072113612896084,4.35515963798702,0.0,2.273475320885159,1.948443011870009,4.872165698277
video_40.mp4,image_40.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],40,0.0,-5.146070751562687,3.0631354366610197,0.0,0.0,-175.90313336718916,4.833412582439154,4.5927670828905125,0.0,0.478166987664661,-0.3896925870380858,2.2403351448866013
video_41.mp4,image_41.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],41,0.0,2.996636951735409,4.55020624831445,0.0,0.0,-175.88998007749376,0.6966988403026324,0.2524132766489266,0.0,3.283712537320641,3.1342627150042013,-3.8465846871078826
video_42.mp4,image_42.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],42,0.0,4.79845207144926,4.751317682864717,0.0,0.0,-175.83828369859327,0.8993143933584316,2.955729956797529,0.0,1.05284579101869,-4.198902156427208,1.2209010681380184
video_43.mp4,image_43.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],43,0.0,-5.099316009550648,4.318121950692954,0.0,0.0,-175.7259271642449,-4.484081522070432,-2.1826332310736984,0.0,-3.996921070040039,-1.080248631396458,4.401562859976712
video_44.mp4,image_44.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],44,0.0,3.714569978449905,4.171701784252095,0.0,0.0,-175.68262949854216,-2.637156033066866,-3.3397986847910834,0.0,-2.0883871772795115,-3.521592230384916,2.556304709333693
video_45.mp4,image_45.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],45,0.0,-0.2551976831283724,3.311161676000621,0.0,0.0,-175.66196420376255,2.252264755291998,4.6520245163283285,0.0,-3.1046587635214107,1.4303535767514273,-2.6963938873175386
video_46.mp4,image_46.png,1,[0.000000 0.000000 0.000000 0.000000 0.000000 -48.000000],46,0.0,3.0118636721081806,4.178559140760367,0.0,0.0,-175.4091497902413,4.41646187678956,-0.2025236049088077,0.0,-3.783135641064118,-3.169653861272704,1.926193843163912
