markers_file,num_markers,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz
markers_0.npy,127,surface,0,0,4.497083027,-3.065991057,-3.198978063,0,3.322575564,-3.148281629,0,0.441620281,-2.892742951,2.969224016
markers_1.npy,127,surface,0,0,1.145715362,9.094612716,-13.18388284,0,-4.373018172,-1.402441369,0,1.492304527,-0.911073643,1.458389493
markers_2.npy,127,surface,0,0,2.109901809,0.422020758,-3.53370015,0,-0.230695112,-3.445598336,0,4.080862151,-1.693586238,4.250170812
markers_3.npy,127,surface,0,0,1.818848593,4.941161545,-6.8471889,0,0.909270153,1.701958357,0,2.891334272,-0.800440829,2.073796869
markers_4.npy,127,surface,0,0,2.642806566,-5.984980967,-1.053592528,0,3.612541102,-3.184621636,0,1.489160793,0.952234493,-1.916395755
markers_5.npy,127,surface,0,0,2.485174212,-2.293621262,-11.71485481,0,-2.319592593,-4.988908041,0,0.125422362,3.102779344,-3.109279202
markers_6.npy,128,surface,0,0,4.012061818,-3.211152803,5.133780186,0,2.816178874,-0.833234776,0,4.857868782,1.589364067,-2.296910486
markers_7.npy,125,surface,0,0,4.984948605,-5.668087748,-12.47993531,0,-2.430578373,-2.042057144,0,2.157579929,0.888556197,2.47166859
markers_8.npy,127,surface,0,0,3.726495405,-5.400397286,13.47841419,0,-3.82898297,-1.824618986,0,-3.161416396,-1.513523111,2.350043101
markers_9.npy,127,surface,0,0,3.913724128,1.131148822,14.04992406,0,-3.177545141,-2.74997853,0,-4.959316055,-0.198090162,-3.662276036
markers_10.npy,128,surface,0,0,4.471159611,-3.335284313,-10.19950497,0,-0.57262811,-2.828733958,0,-0.329448666,3.919755235,3.654841002
markers_11.npy,127,surface,0,0,3.788214456,-0.142485083,14.26025552,0,-1.564405431,-3.552817167,0,3.035324512,2.215657729,-1.750353052
markers_12.npy,127,surface,0,0,2.757841089,10.37924619,-8.949920739,0,4.111754341,-0.094235434,0,-4.131104434,0.684637916,1.380377877
markers_13.npy,127,surface,0,0,4.661662697,-10.11351683,-3.714568489,0,-1.522037264,-4.053866919,0,-2.195671366,-4.791831123,1.517944336
markers_14.npy,127,surface,0,0,1.844231017,11.1886114,2.683749623,0,4.159802402,3.627467161,0,-2.714701871,3.463382247,-4.627281731
markers_15.npy,127,surface,0,0,1.411344918,8.251255601,11.24412784,0,4.508978411,-3.305285387,0,-1.577549171,4.219617581,0.595781518
markers_16.npy,128,surface,0,0,3.371135051,-13.75149054,-1.33466329,0,3.868803835,-4.170074165,0,-4.122625835,1.473919685,-3.619010608
markers_17.npy,127,surface,0,0,4.016766502,-14.96917517,-10.91126645,0,1.754196809,3.216608963,0,0.510070243,4.159258497,2.35562461
markers_18.npy,128,surface,0,0,4.804483795,10.62969076,9.092620072,0,-2.801806535,2.29748881,0,0.490509877,1.349893873,0.352270837
markers_19.npy,127,surface,0,0,1.313383952,-3.100827436,8.631556198,0,0.45346348,-4.090681022,0,4.258256144,-2.424637203,3.799097342
markers_20.npy,128,surface,0,0,2.338901959,3.301178425,-12.30701673,0,4.450846412,-4.858583691,0,4.772046516,-4.145248928,1.567148033
markers_21.npy,127,surface,0,0,1.737354611,-14.58679371,-8.120276645,0,3.793264593,-1.272072104,0,3.065063485,-2.862241365,-3.345552811
markers_22.npy,128,surface,0,0,3.485088827,0.589131511,-0.982964055,0,-3.438360687,-0.819864976,0,3.159307259,4.770915863,-1.358349654
markers_23.npy,128,surface,0,0,4.696779134,6.265850845,-5.311572596,0,-0.970471919,-1.937953703,0,-2.527760473,0.92430454,-2.673058648
markers_24.npy,127,surface,0,0,1.696290216,-3.177477104,4.722676857,0,2.302160308,-0.789469178,0,4.355774604,-2.613044093,0.255691539
markers_25.npy,127,surface,0,0,1.007107289,-9.735517359,14.98639254,0,-3.010233479,0.161967418,0,-3.710369417,-3.434255811,4.385288772
markers_26.npy,127,surface,0,0,1.737567152,-3.441839015,-4.195722995,0,-1.894061176,3.768043368,0,4.09966337,4.558778386,4.095130561
markers_27.npy,128,surface,0,0,4.013497426,12.2428293,0.657040282,0,-4.193961297,-3.201726271,0,-4.039492614,-1.86953047,0.759764421
markers_28.npy,127,surface,0,0,4.955860666,-4.5569505,-2.57087528,0,-4.165828948,-4.420464906,0,1.42566376,4.002303292,-1.077067537
markers_29.npy,127,surface,0,0,2.11266296,2.347948692,4.911510069,0,4.253711501,4.437494477,0,-0.661956088,-2.416855762,-2.107196216
markers_30.npy,127,surface,0,0,4.893629777,-13.23589816,0.970301495,0,-0.551421796,-0.820383343,0,2.721440198,-3.870561482,-3.29498247
markers_31.npy,127,surface,0,0,2.542939045,-3.2579974,-12.09123534,0,-4.265910218,3.752372265,0,-2.053644446,3.310042989,-1.717297084
markers_32.npy,127,surface,0,0,2.029584799,12.85674556,13.79541875,0,3.234887471,1.411936402,0,-3.136745874,1.822271057,-4.234203748
markers_33.npy,127,surface,0,0,1.373147306,-0.001171048,-5.766672285,0,1.959484234,0.479244372,0,-4.349232427,0.198412611,3.988724694
markers_34.npy,127,surface,0,0,2.2786834,-7.080989496,-5.762876969,0,-4.013695009,2.778315152,0,-1.660571719,4.798787162,-0.734713425
