sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz,object_x,object_y,object_z,object_Rx,object_Ry,object_Rz
image_1.png,edge,4.586012891469075,0.0,3.174914400808703,0.0,0.0,-179.72110219112523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_2.png,edge,-4.810989317362363,0.0,3.107030241629607,0.0,0.0,-179.62415675732896,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_3.png,edge,-4.289120993698804,0.0,3.04563729877947,0.0,0.0,-179.60428240757815,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_4.png,edge,4.368792084893011,0.0,3.693241438503637,0.0,0.0,-179.5992012764756,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_5.png,edge,4.53958198483072,0.0,3.692501748753572,0.0,0.0,-179.5614895665274,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_6.png,edge,3.8770083572731977,0.0,3.615883585976708,0.0,0.0,-179.4861447939619,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_7.png,edge,-4.05877563914483,0.0,3.144941294157281,0.0,0.0,-179.4814320643965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_8.png,edge,-3.0637670959750354,0.0,3.2670375131827045,0.0,0.0,-179.36202866863752,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_9.png,edge,1.0639321412792435,0.0,3.802850690410832,0.0,0.0,-179.27609411668027,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_10.png,edge,-1.577586917953874,0.0,3.88628048227653,0.0,0.0,-179.25896194900977,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_11.png,edge,0.0634291932380417,0.0,3.515775249961121,0.0,0.0,-179.20207401526147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_12.png,edge,-0.1648187257254125,0.0,3.674571611286934,0.0,0.0,-179.1055381177917,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_13.png,edge,2.536800891297916,0.0,3.7162921982641457,0.0,0.0,-179.06963862632995,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_15.png,edge,-2.682983735287955,0.0,3.3946326401373312,0.0,0.0,-179.00936620123315,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_16.png,edge,2.1218540715136296,0.0,3.470463439823412,0.0,0.0,-178.99473114028908,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_17.png,edge,2.988539235655333,0.0,3.823756173516332,0.0,0.0,-178.93945400905227,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_18.png,edge,0.4260102012024056,0.0,3.10618403625166,0.0,0.0,-178.93086589180697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_19.png,edge,-4.1287070029845925,0.0,3.332736083955506,0.0,0.0,-178.9230557026104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_20.png,edge,-4.05894995921599,0.0,3.723114403516544,0.0,0.0,-178.7082215985226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_23.png,edge,1.148152219392081,0.0,3.822986007507206,0.0,0.0,-178.59919770939123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_24.png,edge,2.290155103364921,0.0,3.1534219594202746,0.0,0.0,-178.56374332593046,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_27.png,edge,-1.320825121821266,0.0,3.319679756444965,0.0,0.0,-178.24638438846213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_28.png,edge,-1.4089349234669992,0.0,3.9547456632618574,0.0,0.0,-178.22281923962885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_29.png,edge,4.58740923056593,0.0,3.520729948440549,0.0,0.0,-178.1766040863975,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_31.png,edge,-0.761449514418203,0.0,3.1725207034601546,0.0,0.0,-178.0752617016264,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_32.png,edge,-2.597377988487275,0.0,3.5315716925142766,0.0,0.0,-178.0554631875991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_34.png,edge,-1.987108123572772,0.0,3.8383494958466144,0.0,0.0,-178.00855508270763,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_35.png,edge,1.277347561952844,0.0,3.5607882313391337,0.0,0.0,-177.9478317063593,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_36.png,edge,-3.126390985736772,0.0,3.3345476761096875,0.0,0.0,-177.94774073093745,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_37.png,edge,-0.3890599969664263,0.0,3.2408422922617004,0.0,0.0,-177.94443934397776,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_39.png,edge,-4.63308582130587,0.0,3.63172401043512,0.0,0.0,-177.79729708603938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_40.png,edge,2.9915856421672355,0.0,3.9266007970596735,0.0,0.0,-177.72238744445633,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_42.png,edge,-2.86228714575138,0.0,3.805843011357746,0.0,0.0,-177.68845643273772,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_43.png,edge,-4.235132309697146,0.0,3.5106522463791423,0.0,0.0,-177.64732676459363,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_44.png,edge,2.7827616729644378,0.0,3.308069308340261,0.0,0.0,-177.59774816078166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_45.png,edge,-3.604948062131703,0.0,3.8744298987423806,0.0,0.0,-177.56410654167283,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_46.png,edge,2.474735784826665,0.0,3.76907943280744,0.0,0.0,-177.5324513726384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_48.png,edge,4.851086793371319,0.0,3.951519486837529,0.0,0.0,-177.376494506974,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_49.png,edge,-2.312909712431507,0.0,3.021875885223377,0.0,0.0,-177.32010814529158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_50.png,edge,3.882650405440435,0.0,3.991824748763774,0.0,0.0,-177.29429330437154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_51.png,edge,1.6878254299226096,0.0,3.102996305000013,0.0,0.0,-177.1805431177048,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_52.png,edge,-1.7464781325912826,0.0,3.1981976169568043,0.0,0.0,-177.12008899984906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_53.png,edge,-0.9070468776523803,0.0,3.09674873644051,0.0,0.0,-177.08978115474594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_54.png,edge,-4.962902262499814,0.0,3.6450376484325937,0.0,0.0,-177.06796702908386,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_55.png,edge,0.613987175911241,0.0,3.0230559132495585,0.0,0.0,-176.95924765411692,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_56.png,edge,-4.268027014750216,0.0,3.300734221860305,0.0,0.0,-176.9248168490796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_57.png,edge,-4.467836208380927,0.0,3.074260791072012,0.0,0.0,-176.91766095456416,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_58.png,edge,0.851091003060592,0.0,3.604002812285631,0.0,0.0,-176.86753286008005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_59.png,edge,-2.046926776641861,0.0,3.0476720266525703,0.0,0.0,-176.8654132738579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_60.png,edge,4.767610881903371,0.0,3.0721240289379974,0.0,0.0,-176.76326690712202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_61.png,edge,4.322198320783206,0.0,3.347705978551896,0.0,0.0,-176.7267086284553,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_62.png,edge,2.9982993088847065,0.0,3.8753153593364593,0.0,0.0,-176.69881255658277,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_63.png,edge,3.6948853054663218,0.0,3.676731532953804,0.0,0.0,-176.67875873870585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_64.png,edge,-0.3550964677915766,0.0,3.2236905111103287,0.0,0.0,-176.6263991335534,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_65.png,edge,-2.795448702879033,0.0,3.886064688746624,0.0,0.0,-176.58130057094417,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_66.png,edge,-2.5641972889143,0.0,3.812457893703445,0.0,0.0,-176.45335469060802,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_67.png,edge,-0.4231522407037626,0.0,3.3295308122680853,0.0,0.0,-176.34095878312053,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_68.png,edge,4.050458686392602,0.0,3.020064947989088,0.0,0.0,-176.27939797655648,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_70.png,edge,-2.8616465319841344,0.0,3.3766686553641185,0.0,0.0,-175.9520023072105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_72.png,edge,1.3489766507948318,0.0,3.786519945726882,0.0,0.0,-175.9044617897535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_73.png,edge,-2.7949442178420645,0.0,3.1214441264929107,0.0,0.0,-175.45792348391015,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_75.png,edge,-3.011872038013259,0.0,3.374445460857106,0.0,0.0,-175.21333385592388,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_76.png,edge,-1.84848496554522,0.0,3.25435463931652,0.0,0.0,-175.16572683463215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_78.png,edge,2.5103229953491883,0.0,3.593757531336036,0.0,0.0,-175.11332034766193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_79.png,edge,0.4335264031676953,0.0,3.863694056769109,0.0,0.0,-175.0437768445249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_80.png,edge,-2.4098108272455576,0.0,3.8234514950864353,0.0,0.0,-174.89918156819715,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_82.png,edge,1.60173537492685,0.0,3.434706733524423,0.0,0.0,-174.65825154502676,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_83.png,edge,2.448249549157927,0.0,3.639440664299245,0.0,0.0,-174.60552893511667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_84.png,edge,-3.412317515084024,0.0,3.897987660348985,0.0,0.0,-174.5780188931214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_85.png,edge,-0.6504478097312205,0.0,3.477431064407977,0.0,0.0,-174.4957575579044,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_87.png,edge,-2.621927574609612,0.0,3.7637386082494455,0.0,0.0,-174.4542336999983,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_89.png,edge,-3.3530584350208725,0.0,3.4009934200264857,0.0,0.0,-174.3378529709045,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_90.png,edge,0.7770942431684036,0.0,3.372767365322272,0.0,0.0,-174.2693937627182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_91.png,edge,4.73641518256532,0.0,3.3612411795675268,0.0,0.0,-174.241044036375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_93.png,edge,-3.824743570963624,0.0,3.671560331659711,0.0,0.0,-174.1222592448174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_94.png,edge,3.577226441935545,0.0,3.24553951559256,0.0,0.0,-173.97496478020423,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_95.png,edge,0.2076143724186057,0.0,3.325642617889168,0.0,0.0,-173.86160607023044,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_96.png,edge,-0.0626603652936967,0.0,3.644202588682388,0.0,0.0,-173.8542909498576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_98.png,edge,3.489435553129182,0.0,3.637771725562963,0.0,0.0,-173.63947261057768,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_99.png,edge,-0.9122617053016268,0.0,3.5860947340466733,0.0,0.0,-173.63275805167206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_100.png,edge,3.385085908076249,0.0,3.7169418487551793,0.0,0.0,-173.6210303294265,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_101.png,edge,-3.960119224565796,0.0,3.760315125839509,0.0,0.0,-173.52920054732627,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_102.png,edge,3.164127137140637,0.0,3.443030625702912,0.0,0.0,-173.49674906419324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_104.png,edge,-3.521913233027276,0.0,3.054286526240872,0.0,0.0,-173.469000228591,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_106.png,edge,2.594502514576428,0.0,3.390547905770108,0.0,0.0,-172.9642963715586,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_107.png,edge,4.95815292959635,0.0,3.099307715442458,0.0,0.0,-172.78629750708257,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_109.png,edge,3.573880573235492,0.0,3.8927481971533417,0.0,0.0,-172.7803896302979,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_111.png,edge,0.8167984314786185,0.0,3.3106753892352585,0.0,0.0,-172.67882041975318,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_112.png,edge,-1.2618686206743854,0.0,3.2529060315492746,0.0,0.0,-172.55503880149564,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_114.png,edge,1.4399019922963738,0.0,3.791990441876283,0.0,0.0,-172.5264391217705,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_115.png,edge,0.1892567863716525,0.0,3.249728604222128,0.0,0.0,-172.4176932826708,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_116.png,edge,0.2081138998902956,0.0,3.4230658164711505,0.0,0.0,-172.19936665540132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_117.png,edge,-0.575841846110019,0.0,3.101977049610831,0.0,0.0,-172.10672191180942,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_119.png,edge,-1.8526722799952424,0.0,3.328710123384779,0.0,0.0,-171.98692808349494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_120.png,edge,2.16975072981546,0.0,3.001319024833384,0.0,0.0,-171.906729063312,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_121.png,edge,1.2135423709194182,0.0,3.5035427244704778,0.0,0.0,-171.86435162548796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_122.png,edge,-1.5660827120908394,0.0,3.9500027803711992,0.0,0.0,-171.85184872594732,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_123.png,edge,3.73245118341751,0.0,3.299178027554085,0.0,0.0,-171.74928067080833,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_124.png,edge,-2.7883908465391616,0.0,3.0443773266987515,0.0,0.0,-171.64825326683223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_126.png,edge,-0.4968794195698756,0.0,3.963936816775801,0.0,0.0,-171.5145842575545,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_127.png,edge,-2.1854627270560623,0.0,3.177892159382922,0.0,0.0,-171.507989067596,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_129.png,edge,-3.853074745530957,0.0,3.394367007039931,0.0,0.0,-171.40271596960963,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_130.png,edge,0.6821759366984503,0.0,3.393339426744222,0.0,0.0,-171.38581068347884,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_131.png,edge,3.02187920876386,0.0,3.841363043591418,0.0,0.0,-171.35181079343724,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_133.png,edge,2.2202453093367964,0.0,3.673078414881218,0.0,0.0,-171.18257679406463,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_134.png,edge,0.495005727952714,0.0,3.133334757855012,0.0,0.0,-171.1806799251393,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_136.png,edge,3.0079859906763105,0.0,3.911002633302932,0.0,0.0,-170.79428857541814,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_138.png,edge,-3.8486214982356817,0.0,3.8126723586821263,0.0,0.0,-170.74786564646024,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_140.png,edge,-1.7211178049582578,0.0,3.448389534565015,0.0,0.0,-170.7161336016893,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_141.png,edge,-4.940612463169303,0.0,3.696256778188052,0.0,0.0,-170.66445445573248,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_142.png,edge,2.6915552498859103,0.0,3.085322264536184,0.0,0.0,-170.60704592814403,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_143.png,edge,2.29990562424058,0.0,3.168922148399018,0.0,0.0,-170.57483865802794,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_144.png,edge,0.3950192502744833,0.0,3.761892826681813,0.0,0.0,-170.53977874440662,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_145.png,edge,1.1505802063509618,0.0,3.058488123327821,0.0,0.0,-170.46825899595467,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_146.png,edge,-2.040878593413927,0.0,3.780287342385381,0.0,0.0,-170.4441677561849,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_147.png,edge,-0.0763445928656221,0.0,3.631435486921279,0.0,0.0,-170.4325891064034,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_148.png,edge,2.286998756944413,0.0,3.3345514234862863,0.0,0.0,-170.3982724215455,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_149.png,edge,1.1723794661814786,0.0,3.230328086456644,0.0,0.0,-170.3759990177566,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_150.png,edge,4.483768496816916,0.0,3.2372026990939085,0.0,0.0,-170.07011144069222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_151.png,edge,3.241047760631956,0.0,3.538183534243976,0.0,0.0,-170.0448926675222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_153.png,edge,-0.4329637413951577,0.0,3.023427071357168,0.0,0.0,-169.80645818701254,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_154.png,edge,0.8774808686273152,0.0,3.4803814718911927,0.0,0.0,-169.7790116241706,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_155.png,edge,4.636627605010293,0.0,3.196172094563978,0.0,0.0,-169.7171832211906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_156.png,edge,-0.4456361053559536,0.0,3.731630880559451,0.0,0.0,-169.61213532001972,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_157.png,edge,-2.760753119396199,0.0,3.4658672858255013,0.0,0.0,-169.59283864728224,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_158.png,edge,0.1836641038716386,0.0,3.833787594646469,0.0,0.0,-169.54390474336685,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_161.png,edge,3.127524228070272,0.0,3.3018778890234124,0.0,0.0,-169.15529244535492,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_162.png,edge,-0.0653305990788517,0.0,3.2294152706213994,0.0,0.0,-169.15078663201467,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_163.png,edge,-2.991757234618192,0.0,3.0082786161109385,0.0,0.0,-169.14830130930562,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_165.png,edge,-2.4065849201297453,0.0,3.648244764640422,0.0,0.0,-168.9144718343143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_166.png,edge,3.35459394476964,0.0,3.968147005674097,0.0,0.0,-168.85764727359646,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_167.png,edge,1.071806401301921,0.0,3.2283438446614063,0.0,0.0,-168.82685810747873,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_168.png,edge,-3.5575167675412467,0.0,3.0458547122240067,0.0,0.0,-168.60499874287672,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
image_169.png,edge,-4.53773599529144,0.0,3.34060469460622,0.0,0.0,-168.433126323476,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
