sensor_image,x,y,z,Rx,Ry,Rz,dx,dy,dz,dRx,dRy,dRz
image_1.png,0.0,0.0,3.993071925158795,22.165536314747563,-1.1928020912614217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_2.png,0.0,0.0,2.1832601139200114,-12.712533710844896,3.969896635195768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_3.png,0.0,0.0,2.18286624478841,21.23127043076752,11.69454578794975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_4.png,0.0,0.0,4.521965473849347,-19.588997175788105,-5.924368832400602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_5.png,0.0,0.0,3.7582350137716487,13.615918068537818,-14.161657242832929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_6.png,0.0,0.0,4.094060781130191,18.13373636171596,0.6188388734506595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_7.png,0.0,0.0,4.737491524251382,-24.74475311896021,-3.274298011748148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_8.png,0.0,0.0,3.5147281199538734,-13.586324105224303,-12.372106905531275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_9.png,0.0,0.0,4.506313542422283,15.790321410991378,17.749396936576037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_10.png,0.0,0.0,4.667599676297398,-22.40999938946401,5.813712253239117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_11.png,0.0,0.0,1.4839386711834246,2.006393017723459,8.315291413756329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_12.png,0.0,0.0,4.165333236116412,14.519975466518227,14.81452715786668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_13.png,0.0,0.0,4.6449623811520375,-0.6685163273304245,-4.955786240986365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_15.png,0.0,0.0,3.4555975953658704,7.960208097055887,22.40717148613028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_16.png,0.0,0.0,2.284561838276084,5.646206855947077,-12.746187701965328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_17.png,0.0,0.0,1.325458362167458,-9.602868151276088,4.137702030158707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_18.png,0.0,0.0,4.075734426338967,0.6358165435432889,23.13532065999912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_19.png,0.0,0.0,4.542478028583432,-17.95514674962608,-9.19563711621653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_20.png,0.0,0.0,3.777506004962658,21.8368519414744,8.49771420320876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_23.png,0.0,0.0,1.79769981818889,5.762764426214623,-23.14482905567503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_24.png,0.0,0.0,4.362810312524962,17.34318591193682,-12.098268283943971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_27.png,0.0,0.0,3.410973004502419,6.633129195062077,0.9298001208720004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_28.png,0.0,0.0,2.693867619310137,-11.045164578895646,13.04756932457502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_29.png,0.0,0.0,4.435728370112438,20.37538338956393,8.50311501181968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_31.png,0.0,0.0,2.1358632151983445,6.4577358960257865,3.146122319633524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_32.png,0.0,0.0,2.507805982104636,7.853057206224545,-7.20492476610853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_34.png,0.0,0.0,2.8201763418219343,-23.23952471385172,-4.098681327676781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_35.png,0.0,0.0,4.47464756717592,-20.636727879093563,4.479202729469497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_36.png,0.0,0.0,4.455234803993764,-7.004769703668157,17.873348725426897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_37.png,0.0,0.0,2.688067491611115,-10.80072992342729,20.23880155621494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_39.png,0.0,0.0,4.698901428146305,14.141835827392264,17.026210443164956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_40.png,0.0,0.0,4.390503183320501,19.20121915801775,-12.628591485062602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_42.png,0.0,0.0,2.680549571093394,7.946462282293837,-1.7373501429673197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_43.png,0.0,0.0,1.1159036879654,-9.263883574100316,6.033891913106858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_44.png,0.0,0.0,4.03699868061592,15.078703901980626,-14.126588232099198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_45.png,0.0,0.0,1.7661622545919506,0.4854838993305725,6.046165206247513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_46.png,0.0,0.0,3.639708475879533,-18.016583870994108,10.717129620227247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_48.png,0.0,0.0,4.651418770460154,5.168381985565858,15.74651702857843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_49.png,0.0,0.0,3.759784540154589,18.402767939984376,-16.644974525612053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_50.png,0.0,0.0,4.940677269472106,12.742212499522756,10.2474599074387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_51.png,0.0,0.0,1.293780945645043,-7.824926965566529,2.984798216848348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_52.png,0.0,0.0,4.6423749037927005,-15.19250603084337,8.77269738254809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_53.png,0.0,0.0,2.530804207416025,-13.570269303696708,9.920168865205197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_54.png,0.0,0.0,2.930324259585806,-12.274342086249773,10.824974603290368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_55.png,0.0,0.0,1.1423663070787775,8.732071527538322,21.05167182871449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_56.png,0.0,0.0,4.094131473564596,-4.343673942721682,21.20741987972293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_57.png,0.0,0.0,4.670861367541578,-2.264814083644613,-10.565960989787245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_58.png,0.0,0.0,1.092142000271482,-3.542272814595949,0.2489525317595158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_59.png,0.0,0.0,4.358137779194533,17.87043077311901,6.0098725915984526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_60.png,0.0,0.0,3.941299522888632,-7.660082436973099,-9.300139672618949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_61.png,0.0,0.0,2.2648829819992207,5.33622634635457,8.616623320345369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_62.png,0.0,0.0,3.0369750725071385,-6.4012454007004616,-15.981359597111808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_63.png,0.0,0.0,4.2129174098144055,-4.765433556739195,-13.743557447500171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_64.png,0.0,0.0,4.578321671084291,7.286118919039506,-3.036336181168605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_65.png,0.0,0.0,2.7409241122473054,-11.312358603820243,-12.58403780951907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_66.png,0.0,0.0,2.9919532249768586,12.736191149849676,-3.810910610543451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_67.png,0.0,0.0,2.2318668600676435,-3.551266132092924,14.027092925666237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_68.png,0.0,0.0,3.4466886097600296,4.759677186930253,-14.59074543020566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_70.png,0.0,0.0,4.687065227422508,-4.747010939950798,10.678972345639655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_72.png,0.0,0.0,3.6994561283540737,-10.120383089483273,-16.52632966916783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_73.png,0.0,0.0,3.623406828721377,-18.587445653707523,-2.995103289661109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
