sensor_video,sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
video_1.mp4,image_1.png,1,"[0, 0, 0, 0, 0, -48]",1,0.0,0.0,3.685565568973681,8.80925911589096,12.701210512468425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_2.mp4,image_2.png,1,"[0, 0, 0, 0, 0, -48]",2,0.0,0.0,4.195770361430723,-8.934081811742288,12.43122738213225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_3.mp4,image_3.png,1,"[0, 0, 0, 0, 0, -48]",3,0.0,0.0,4.177237123132277,-10.569330538542498,-4.179497740921281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_4.mp4,image_4.png,1,"[0, 0, 0, 0, 0, -48]",4,0.0,0.0,3.2103612417095473,1.4645237094693826,-12.825534706445364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_5.mp4,image_5.png,1,"[0, 0, 0, 0, 0, -48]",5,0.0,0.0,2.0556232282818843,6.556547970664738,-13.228989993071522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_6.mp4,image_6.png,1,"[0, 0, 0, 0, 0, -48]",6,0.0,0.0,2.6644260893938094,3.813043515017757,3.9087226154738524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_7.mp4,image_7.png,1,"[0, 0, 0, 0, 0, -48]",7,0.0,0.0,2.12187563290018,12.27810289485813,-1.5446934333684865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_8.mp4,image_8.png,1,"[0, 0, 0, 0, 0, -48]",8,0.0,0.0,4.840879466644605,-12.014690444258605,-14.821936972166958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_9.mp4,image_9.png,1,"[0, 0, 0, 0, 0, -48]",9,0.0,0.0,3.5641748900184287,8.387560374632091,3.689932449238384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_10.mp4,image_10.png,1,"[0, 0, 0, 0, 0, -48]",10,0.0,0.0,4.1160189898103665,4.839950411065928,-7.814690778489331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_11.mp4,image_11.png,1,"[0, 0, 0, 0, 0, -48]",11,0.0,0.0,2.3814744253018665,-10.994615694066072,-5.831604323185818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_12.mp4,image_12.png,1,"[0, 0, 0, 0, 0, -48]",12,0.0,0.0,2.275247296588097,7.334715220604245,-11.064155710349901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_13.mp4,image_13.png,1,"[0, 0, 0, 0, 0, -48]",13,0.0,0.0,2.2469115669303332,-4.690264174369826,1.0389593872220644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_14.mp4,image_14.png,1,"[0, 0, 0, 0, 0, -48]",14,0.0,0.0,3.4654086221557847,6.088768168827407,8.722019329815804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_15.mp4,image_15.png,1,"[0, 0, 0, 0, 0, -48]",15,0.0,0.0,3.331394158484944,11.959857061503545,14.620116499486155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_16.mp4,image_16.png,1,"[0, 0, 0, 0, 0, -48]",16,0.0,0.0,2.1614709797963254,2.1239667066412125,2.2717315979330728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_17.mp4,image_17.png,1,"[0, 0, 0, 0, 0, -48]",17,0.0,0.0,2.343397251648592,-0.2778935346402278,-2.530457312946586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_18.mp4,image_18.png,1,"[0, 0, 0, 0, 0, -48]",18,0.0,0.0,2.9002373207639165,4.580768834490005,-5.641767412270918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_19.mp4,image_19.png,1,"[0, 0, 0, 0, 0, -48]",19,0.0,0.0,4.978126310605845,8.140189643615297,-1.5384083355286773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_20.mp4,image_20.png,1,"[0, 0, 0, 0, 0, -48]",20,0.0,0.0,4.669157187381476,0.6877545997153938,8.867061597526888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_21.mp4,image_21.png,1,"[0, 0, 0, 0, 0, -48]",21,0.0,0.0,2.632307717907398,-7.748218923173905,0.8482224864880052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_22.mp4,image_22.png,1,"[0, 0, 0, 0, 0, -48]",22,0.0,0.0,3.371992009345034,10.288244940490202,-3.602105984432553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_23.mp4,image_23.png,1,"[0, 0, 0, 0, 0, -48]",23,0.0,0.0,4.43012758554195,-9.575374457032197,-14.450832150098776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_24.mp4,image_24.png,1,"[0, 0, 0, 0, 0, -48]",24,0.0,0.0,3.765762508738359,11.519138467575885,-4.343250563176191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
