obj_id,obj_lbl,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,sensor_image
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",1,-0.2246920335201816,0.0209435602134202,-0.8987385962169888,0.0,0.0,-9.940956998628517,image_1.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",2,0.8655999579213751,-0.7395702233491928,-0.6795027875643423,0.0,0.0,-9.676691290836622,image_2.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",3,0.1255305786544218,0.4399523453152465,-0.9377209347866416,0.0,0.0,-9.165915342299556,image_3.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",4,-0.1110317095997808,-0.3033738253149378,-0.5464693645548223,0.0,0.0,-9.140849454611711,image_4.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",5,-0.1053615035160562,-0.979460885011215,-0.9487042020663236,0.0,0.0,-9.05443074167147,image_5.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",6,0.3382682491386226,-0.0039293344958328,-0.3329676464153408,0.0,0.0,-8.965234030249938,image_6.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",7,0.1077631922530553,0.1056251592726715,-0.4892216974283516,0.0,0.0,-8.9522475310722,image_7.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",8,0.6950073102576271,-0.2249440043680568,-0.4289716862225602,0.0,0.0,-8.951703060966864,image_8.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",9,0.4336462831521277,0.0096103732645234,-0.7592606995302522,0.0,0.0,-8.934924110527492,image_9.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",10,-0.3383488856377166,0.447440463762657,-0.6338716002676777,0.0,0.0,-8.741715491086913,image_10.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",11,0.2605403033643652,-0.8360164477619456,-0.8585781165306873,0.0,0.0,-8.721017797457682,image_11.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",12,0.3160059505302339,0.5552937080529139,-0.3602080265546028,0.0,0.0,-8.605073516809751,image_12.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",13,-0.1807864574973416,0.4145057432874521,-0.3384080524731923,0.0,0.0,-8.284395631702736,image_13.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",14,0.9679308643766896,-0.8981210647129863,-0.4807594334921203,0.0,0.0,-8.242184243615107,image_14.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",15,-0.4406393292146764,-0.7917218644519066,-0.5798615476910535,0.0,0.0,-8.210413938132486,image_15.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",16,0.7273913025245753,-0.5727723306894954,-0.7381406096147578,0.0,0.0,-8.206612060801056,image_16.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",17,0.97082793797012,-0.5575818710069271,-0.6241555418723819,0.0,0.0,-8.164842677000252,image_17.png
1,UP,"[38.0, -237.5, 0.0, 0.0, 0.0, -145.0]",18,-0.2775128593264231,0.4708345207892708,-0.4052323284948464,0.0,0.0,-7.97493680302739,image_18.png
