sensor_video,sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
video_1.mp4,image_1.png,1,"[60, 60, 0, 0, 0, -48]",1,1.2891297020660324,9.973197973052422,4.967449551247282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_2.mp4,image_2.png,1,"[60, 60, 0, 0, 0, -48]",2,-1.032320641082543,-3.180668409385131,4.310285805657988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_3.mp4,image_3.png,1,"[60, 60, 0, 0, 0, -48]",3,10.009037242961101,-5.519611274609607,4.506042524040764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_4.mp4,image_4.png,1,"[60, 60, 0, 0, 0, -48]",4,-0.29667246232394595,1.65620908275656,4.7689946020487906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_5.mp4,image_5.png,1,"[60, 60, 0, 0, 0, -48]",5,-1.2230520447560267,8.973290888111016,4.68863086016433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_6.mp4,image_6.png,1,"[60, 60, 0, 0, 0, -48]",6,5.492364760024762,-1.490669974864819,4.228829003507897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_7.mp4,image_7.png,1,"[60, 60, 0, 0, 0, -48]",7,6.64663104367918,-4.874496670907585,4.732940852966595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_8.mp4,image_8.png,1,"[60, 60, 0, 0, 0, -48]",8,-5.938262367168553,2.201789362954972,4.992291390609688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_9.mp4,image_9.png,1,"[60, 60, 0, 0, 0, -48]",9,2.0325911102742404,-0.8306054735170468,4.717512721812798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_10.mp4,image_10.png,1,"[60, 60, 0, 0, 0, -48]",10,-3.587475208352009,2.256533962282894,4.910547190432349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_11.mp4,image_11.png,1,"[60, 60, 0, 0, 0, -48]",11,-3.2667188798138818,-5.202728720654561,4.669780115042687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_12.mp4,image_12.png,1,"[60, 60, 0, 0, 0, -48]",12,2.4795990477411514,-7.14432751874245,4.8903573680570664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_13.mp4,image_13.png,1,"[60, 60, 0, 0, 0, -48]",13,-3.8099775560247644,-11.013996576241187,4.431486743252965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_14.mp4,image_14.png,1,"[60, 60, 0, 0, 0, -48]",14,-10.076624030123178,-5.286028174379858,4.776337159997419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_15.mp4,image_15.png,1,"[60, 60, 0, 0, 0, -48]",15,9.16840126186648,4.875003103845588,4.131712588218862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_16.mp4,image_16.png,1,"[60, 60, 0, 0, 0, -48]",16,3.460326445520133,1.3868167409935228,4.481982900960101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_17.mp4,image_17.png,1,"[60, 60, 0, 0, 0, -48]",17,0.35309814987809385,6.671184370137515,4.8632355266663305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_18.mp4,image_18.png,1,"[60, 60, 0, 0, 0, -48]",18,6.587967328629975,-0.8093590644350868,4.304454346803333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_19.mp4,image_19.png,1,"[60, 60, 0, 0, 0, -48]",19,-7.691565900643815,2.1126109389068173,4.42178638428863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video_20.mp4,image_20.png,1,"[60, 60, 0, 0, 0, -48]",20,-9.396899834320266,-3.52738256529282,4.005240778922828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
