sensor_image,x,y,z,Rx,Ry,Rz,dx,dy,dz,dRx,dRy,dRz
image_1.png,4.586012891469075,0.0,3.174914400808703,0.0,0.0,-179.72110219112523,1.9979092042975037,-0.9716964773481517,0.0,0.0,0.0,-3.891408239465295
image_2.png,-4.810989317362363,0.0,3.107030241629607,0.0,0.0,-179.62415675732896,2.345495251533113,-1.6388392817170834,0.0,0.0,0.0,-3.3936414819042984
image_3.png,-4.289120993698804,0.0,3.0456372987794706,0.0,0.0,-179.60428240757815,-3.3509943464128207,1.6385860907046654,0.0,0.0,0.0,-1.7189439051121704
image_4.png,4.368792084893011,0.0,3.6932414385036365,0.0,0.0,-179.5992012764756,-3.062924765816596,-0.20827494934609114,0.0,0.0,0.0,2.612478104935251
image_5.png,4.53958198483072,0.0,3.6925017487535716,0.0,0.0,-179.5614895665274,-2.577807480131436,-1.4854224860868006,0.0,0.0,0.0,-2.940958378030476
image_6.png,3.8770083572731977,0.0,3.6158835859767082,0.0,0.0,-179.4861447939619,4.240857614895742,-1.3096093746969837,0.0,0.0,0.0,-1.7494749020048683
image_7.png,-4.05877563914483,0.0,3.144941294157281,0.0,0.0,-179.4814320643965,-0.667960977134373,3.409686827682315,0.0,0.0,0.0,2.6581978719806116
image_8.png,-3.0637670959750354,0.0,3.2670375131827045,0.0,0.0,-179.36202866863752,1.200267871314376,-4.098139395843715,0.0,0.0,0.0,2.4934727657505356
image_9.png,1.0639321412792437,0.0,3.8028506904108323,0.0,0.0,-179.27609411668027,4.281963032979302,-0.6743356863889237,0.0,0.0,0.0,3.4861717932816525
image_10.png,-1.577586917953874,0.0,3.88628048227653,0.0,0.0,-179.25896194900977,-4.74982801355802,1.1196066186373073,0.0,0.0,0.0,-1.0566786546702667
image_11.png,0.06342919323804175,0.0,3.5157752499611212,0.0,0.0,-179.20207401526147,-0.373231515165138,-1.552870526908427,0.0,0.0,0.0,-3.2835416751254334
image_12.png,-0.16481872572541256,0.0,3.674571611286934,0.0,0.0,-179.1055381177917,3.830454936531776,2.888485511583345,0.0,0.0,0.0,-2.828996766044365
image_13.png,2.536800891297916,0.0,3.7162921982641457,0.0,0.0,-179.06963862632995,-1.8358583007868912,1.5749820048034635,0.0,0.0,0.0,-3.956553935512842
image_14.png,4.838538296816168,0.0,3.8581689152499012,0.0,0.0,-179.03201159528007,-3.210699256375034,1.0778968043969175,0.0,0.0,0.0,0.5423068474955342
image_15.png,-2.682983735287955,0.0,3.3946326401373312,0.0,0.0,-179.00936620123315,-2.4112220464948773,2.899914343454404,0.0,0.0,0.0,-4.955624924404144
